cycle_counter;cycle_time;umschaltvolumen;maximaler_spritzdruck;umschaltspritzdruck;einspritzzeit;massepolster;dosierzeit;zylinderheizzone_1;zylinderheizzone_2;zylinderheizzone_3;zylinderheizzone_4;zylinderheizzone_5;zylinderheizzone_6;zylinderheizzone_7;zylinderheizzone_8;werkzeugheizkreis_1;weight;mittlere Wandst.
20072;67.16200256347656;27.00292015075684;989.5294189453124;762.4104614257812;1.75600004196167;5.7718892097473145;5.748000144958496;249.6000061035156;259.70001220703125;259.79998779296875;270.0;270.0;274.8999938964844;275.0;280.0;275.0;115.308;2,009800
20073;64.7040023803711;27.00292015075684;989.6982421875;762.5792846679688;1.75600004196167;5.700484275817871;5.723999977111816;249.3000030517578;259.6000061035156;259.8999938964844;269.8999938964844;270.0;275.0;274.8999938964844;279.8999938964844;275.0;115.311;
20074;65.2020034790039;26.99102020263672;988.262939453125;761.8194580078125;1.75600004196167;5.652881145477295;5.71999979019165;251.5;260.20001220703125;260.1000061035156;270.0;269.8999938964844;274.8999938964844;275.0;279.8999938964844;274.1000061035156;115.326;2,053200
20075;106.22599792480467;27.00292015075684;975.3450317382812;750.8434448242188;1.7580000162124634;5.557674407958984;5.739999771118164;248.5;259.8999938964844;260.0;270.0;270.0;274.8999938964844;274.8999938964844;280.0;274.5;115.43;2,003400
20076;64.5199966430664;27.00292015075684;977.5402221679688;752.3631591796875;1.75600004196167;5.176848888397217;5.811999797821045;249.0;259.3999938964844;259.8999938964844;270.0;270.0;275.1000061035156;274.8999938964844;279.8999938964844;274.3999938964844;115.371;2,022400
20077;65.27799987792969;27.00292015075684;982.0994873046876;756.4158325195312;1.75600004196167;5.6885833740234375;5.742000102996826;249.6000061035156;259.70001220703125;259.8999938964844;269.8999938964844;270.0;274.8999938964844;274.8999938964844;279.79998779296875;274.1000061035156;115.34;
20078;64.76000213623047;27.00292015075684;983.9569702148438;757.4290161132812;1.75600004196167;5.486269950866699;5.742000102996826;250.0;259.70001220703125;259.8999938964844;269.8999938964844;269.8999938964844;274.8999938964844;274.79998779296875;279.8999938964844;273.0;115.324;
20079;76.41799926757812;27.00292015075684;979.904296875;754.8116455078125;1.75600004196167;5.3434600830078125;5.7820000648498535;249.5;259.8999938964844;260.1000061035156;269.8999938964844;270.1000061035156;275.1000061035156;274.8999938964844;279.8999938964844;274.79998779296875;115.329;
20080;67.3219985961914;26.99102020263672;980.6641845703124;754.642822265625;1.75600004196167;5.379162788391113;5.808000087738037;249.1999969482422;259.6000061035156;260.0;269.8999938964844;270.0;275.0;274.8999938964844;280.0;274.29998779296875;115.364;
20081;67.10199737548828;26.99102020263672;981.5928955078124;755.9093017578125;1.75600004196167;5.474369049072266;5.771999835968018;249.5;259.6000061035156;259.8999938964844;270.0;270.0;274.8999938964844;274.8999938964844;280.0;274.3999938964844;115.365;2,019000
20082;79.99800109863281;26.99102020263672;977.7935180664062;754.0518188476562;1.75600004196167;5.462468147277832;5.788000106811523;248.6000061035156;259.70001220703125;259.79998779296875;269.8999938964844;270.0;275.0;275.0;279.8999938964844;273.79998779296875;115.377;
20083;65.16999816894531;27.00292015075684;981.4240112304688;757.2601928710938;1.75600004196167;5.533873081207275;5.77400016784668;249.0;259.5;259.8999938964844;269.8999938964844;269.8999938964844;275.0;275.0;280.0;275.29998779296875;115.325;2,039000
20084;65.74400329589844;27.00292015075684;984.9701538085938;759.033203125;1.75600004196167;5.652881145477295;5.751999855041504;249.3999938964844;259.70001220703125;259.8999938964844;270.0;270.0;275.0;275.0;279.8999938964844;274.70001220703125;115.336;
20085;64.79199981689453;27.00292015075684;985.814453125;759.6242065429688;1.75600004196167;5.629079341888428;5.739999771118164;249.1999969482422;259.70001220703125;260.0;269.8999938964844;269.8999938964844;275.0;275.0;279.8999938964844;273.1000061035156;115.322;2,019400
20086;68.80799865722656;27.00292015075684;985.0545654296876;760.2152709960938;1.75600004196167;5.7718892097473145;5.730000019073486;249.3999938964844;259.79998779296875;259.8999938964844;269.8999938964844;270.0;275.0;274.79998779296875;279.79998779296875;274.3999938964844;115.332;1,987200
20087;64.76799774169922;27.00292015075684;987.249755859375;760.6373901367188;1.75600004196167;5.617178440093994;5.730000019073486;249.1000061035156;259.79998779296875;259.8999938964844;270.0;270.0;275.0;275.0;279.8999938964844;273.8999938964844;115.315;
20088;64.78399658203125;27.00292015075684;989.276123046875;760.3840942382812;1.75600004196167;5.6885833740234375;5.73199987411499;250.6999969482422;260.20001220703125;260.0;270.1000061035156;269.8999938964844;274.8999938964844;275.0;280.0;273.3999938964844;115.35;
20089;90.8560028076172;26.99102020263672;979.81982421875;752.8697509765625;1.75600004196167;5.759988307952881;5.7179999351501465;249.6999969482422;259.8999938964844;260.1000061035156;269.8999938964844;269.8999938964844;275.0;274.8999938964844;279.8999938964844;273.79998779296875;115.415;
20090;90.35199737548828;27.00292015075684;973.8252563476562;746.19970703125;1.75600004196167;5.438666343688965;5.728000164031982;248.8000030517578;259.70001220703125;260.1000061035156;270.0;270.0;274.8999938964844;274.8999938964844;280.0;274.3999938964844;115.45;
20091;65.28800201416016;27.00292015075684;978.3001098632812;750.9278564453125;1.75600004196167;5.486269950866699;5.754000186920166;249.1000061035156;259.5;259.8999938964844;269.8999938964844;270.0;275.0;275.0;280.0;273.70001220703125;115.385;2,028400
20092;71.22599792480469;26.99102020263672;980.2420043945312;751.2655639648438;1.75600004196167;5.676682472229004;5.708000183105469;249.0;259.79998779296875;259.8999938964844;269.8999938964844;270.1000061035156;274.8999938964844;275.0;279.8999938964844;275.1000061035156;115.392;
20093;64.74400329589844;27.00292015075684;982.2683715820312;753.9673461914062;1.75600004196167;5.6647820472717285;5.711999893188477;249.1999969482422;259.6000061035156;259.8999938964844;269.8999938964844;270.0;275.0;274.8999938964844;280.0;273.29998779296875;115.334;
20094;68.05400085449219;27.00292015075684;981.2551879882812;754.3895263671875;1.75600004196167;5.759988307952881;5.703999996185303;249.1000061035156;259.70001220703125;259.8999938964844;269.79998779296875;270.0;275.0;275.0;279.8999938964844;274.8999938964844;115.34;1,994000
20095;66.6780014038086;27.00292015075684;983.0281982421876;755.2338256835938;1.75600004196167;5.6885833740234375;5.693999767303467;249.0;259.70001220703125;259.8999938964844;269.8999938964844;270.0;274.8999938964844;275.0;280.0;274.70001220703125;115.369;2,000200
20096;64.64199829101562;26.99102020263672;982.77490234375;756.6691284179688;1.75600004196167;5.736186504364014;5.696000099182129;249.3000030517578;259.8999938964844;259.79998779296875;269.8999938964844;270.0;275.1000061035156;275.0;279.8999938964844;275.1000061035156;115.353;1,992800
20097;64.66200256347656;27.00292015075684;988.262939453125;759.8775024414062;1.75600004196167;5.652881145477295;5.708000183105469;249.3000030517578;259.70001220703125;259.8999938964844;269.8999938964844;270.0;275.0;274.8999938964844;279.8999938964844;274.8999938964844;115.371;1,983000
20098;64.81600189208984;27.00292015075684;985.6455688476562;759.7086791992188;1.75600004196167;5.640980243682861;5.723999977111816;249.3999938964844;259.6000061035156;259.79998779296875;269.8999938964844;270.0;275.0;274.8999938964844;279.8999938964844;274.0;115.334;2,000200
20099;65.08200073242188;26.99102020263672;985.0545654296876;759.4553833007812;1.75600004196167;5.652881145477295;5.711999893188477;249.1000061035156;259.70001220703125;259.79998779296875;270.0;270.0;275.0;274.8999938964844;280.0;275.1000061035156;115.323;
20100;64.69999694824219;27.00292015075684;987.249755859375;759.9619750976562;1.75600004196167;5.6885833740234375;5.730000019073486;249.3000030517578;259.79998779296875;259.79998779296875;270.0;269.8999938964844;274.8999938964844;274.8999938964844;280.0;274.6000061035156;115.331;2,022800
20101;66.82599639892578;27.00292015075684;985.2234497070312;760.04638671875;1.75600004196167;5.6885833740234375;5.76200008392334;249.3999938964844;259.79998779296875;260.0;270.0;269.8999938964844;274.8999938964844;275.0;279.8999938964844;274.5;115.36;2,033400
20102;65.08799743652344;27.00292015075684;987.4186401367188;761.3128662109375;1.75600004196167;5.712385177612305;5.748000144958496;249.3000030517578;259.70001220703125;260.0;269.8999938964844;270.0;275.0;275.0;280.0;275.1000061035156;115.316;2,044800
20103;64.69000244140625;27.00292015075684;988.5162353515624;761.0595703125;1.75600004196167;5.6885833740234375;5.739999771118164;249.5;259.8999938964844;259.8999938964844;269.8999938964844;270.0;275.0;275.0;279.8999938964844;274.79998779296875;115.329;
20104;64.80599975585938;26.99102020263672;987.1653442382812;760.04638671875;1.75600004196167;5.593377113342285;5.763999938964844;249.5;259.8999938964844;259.8999938964844;270.0;270.0;275.0;274.8999938964844;279.8999938964844;273.8999938964844;115.351;1,983000
20105;68.1240005493164;27.00292015075684;986.321044921875;759.2020874023438;1.75600004196167;5.617178440093994;5.73799991607666;249.5;259.79998779296875;259.8999938964844;269.8999938964844;270.0;275.0;274.8999938964844;280.0;276.0;115.364;2,002200
20106;64.5739974975586;26.99102020263672;985.8988647460938;758.6954956054688;1.75600004196167;5.676682472229004;5.73799991607666;249.3000030517578;259.70001220703125;259.79998779296875;269.8999938964844;270.0;275.0;274.8999938964844;279.8999938964844;275.8999938964844;115.293;2,036600
